,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZO_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-12-06,7259,1958,1975,2982,4109,004603,OATS - CHICAGO BOARD OF TRADE,209.5,0.15525554484088716,-1127,5.570015616866216,-17,-6.350858927641853,0.10407558877450289,0.12407831172133231,0.055415617128463435,0.0417661097852029,0.08316376269103926,-0.016551957528784956
2016-12-13,7245,1794,1903,3075,4206,004603,OATS - CHICAGO BOARD OF TRADE,218.25,0.15610766045548655,-1131,-0.05510400881664141,-109,-1.2673922027827524,0.026095316577393217,0.06383554233162023,0.0417661097852029,0.025200458190148822,0.08104833181804162,-0.014101958878424954
2016-12-20,6525,1807,1845,2428,3648,004603,OATS - CHICAGO BOARD OF TRADE,223.75,0.18697318007662836,-1220,-1.2284334023464458,-38,0.9799861973775017,0.19832126398946676,0.019441401971522453,0.025200458190148822,0.02122905027932953,0.07952942608586024,0.004625464357205985
2016-12-27,6549,1769,1844,2676,3696,004603,OATS - CHICAGO BOARD OF TRADE,228.5,0.15574896930829135,-1020,3.065134099616858,-75,-0.5670498084291188,0.04645323289391086,0.010794353722668144,0.02122905027932953,0.03063457330415753,0.07784943869878748,0.035273325581077646
2017-01-03,6643,1787,1809,2632,3730,004603,OATS - CHICAGO BOARD OF TRADE,235.5,0.16528676802649406,-1098,-1.1910215300045808,-22,0.8092838601313178,0.012260295504558314,0.014738598442714126,0.03063457330415753,-0.03821656050955413,0.07731557537831886,0.029274827836969153
2017-01-10,6827,1885,1796,2765,3951,004603,OATS - CHICAGO BOARD OF TRADE,226.5,0.17372198623114105,-1186,-1.3247026945657083,89,1.6709318079181092,0.05270994639666468,0.03015484922575387,-0.03821656050955413,0.10044150110375272,0.07807105691283883,0.00966502314295249
2017-01-17,7645,1884,2035,2928,4320,004603,OATS - CHICAGO BOARD OF TRADE,249.25,0.18207979071288424,-1392,-3.0174307895122308,-151,-3.5154533470045406,0.07339955849889625,0.06124011227353917,0.10044150110375272,0.030090270812437314,0.07972172404074249,0.028122957389536987
2017-01-24,7901,2186,1824,2714,4561,004603,OATS - CHICAGO BOARD OF TRADE,256.75,0.2337678774838628,-1847,-5.951602354480053,362,6.71026814911707,0.06254295532646048,0.12793017456359101,0.030090270812437314,-0.04868549172346637,0.08213360209581624,0.03027451322214064
2017-01-31,7560,2168,1899,2495,4401,004603,OATS - CHICAGO BOARD OF TRADE,244.25,0.2521164021164021,-1906,-0.746740918871029,269,-1.177066194152639,0.054959396751740136,0.022866978116547823,-0.04868549172346637,0.054247697031729825,0.0855676295495491,0.01084837295875149
2017-02-07,7942,2257,2046,2492,4507,004603,OATS - CHICAGO BOARD OF TRADE,257.5,0.25371442961470664,-2015,-1.4417989417989419,211,-0.7671957671957672,0.01557365337905415,0.05484545665814548,0.054247697031729825,-0.013592233009708687,0.08951650003423248,0.03345749759416898
2017-02-14,8267,2369,2113,2857,4893,004603,OATS - CHICAGO BOARD OF TRADE,254.0,0.24628039191968065,-2036,-0.2644170234197935,256,0.5666079073281289,0.09690322580645161,0.03993752788933512,-0.013592233009708687,-0.0059055118110236116,0.09374292582908285,0.005499908514961609
2017-02-21,8083,2304,2012,2855,5038,004603,OATS - CHICAGO BOARD OF TRADE,252.5,0.27007299270072993,-2183,-1.7781541066892466,292,0.4354663118422644,0.01862409730140631,0.038461538461538464,-0.0059055118110236116,0.0217821782178218,0.09752610825093164,-0.003489967737135587
2017-02-28,7190,2102,1548,2097,4452,004603,OATS - CHICAGO BOARD OF TRADE,258.0,0.327538247566064,-2355,-2.1279228009402447,554,3.2413707781764196,0.20522217132386625,0.18246575342465754,0.0217821782178218,0.029069767441860517,0.10303481508908362,0.014034092428660145
2017-03-07,6944,1901,1169,1730,4174,004603,OATS - CHICAGO BOARD OF TRADE,265.5,0.3519585253456221,-2444,-1.2378303198887344,732,2.4756606397774688,0.1092479674796748,0.18892508143322476,0.029069767441860517,-0.04708097928436916,0.10918593848392387,0.007807988378121363
2017-03-14,6261,1922,1024,1120,3689,004603,OATS - CHICAGO BOARD OF TRADE,253.0,0.41031784060054305,-2569,-1.8001152073732718,898,2.390552995391705,0.22769806612601373,0.05634758995247793,-0.04708097928436916,0.0029644268774704496,0.1173585560604977,-0.0005337787934838801
2017-03-21,6355,2298,1012,1171,3898,004603,OATS - CHICAGO BOARD OF TRADE,253.75,0.42911093627065305,-2727,-2.5235585369749245,1286,6.197093116115637,0.051292168080489246,0.11722054380664652,0.0029644268774704496,-0.07389162561576357,0.12544092565929169,0.001682432230048372
2017-03-28,6532,2140,853,1284,4159,004603,OATS - CHICAGO BOARD OF TRADE,235.0,0.44014084507042256,-2875,-2.3288749016522425,1287,0.015735641227380016,0.06871210729377182,0.10591379886401604,-0.07389162561576357,-0.05212765957446808,0.13399989655976688,-0.022485517728447594
2017-04-04,6827,1793,854,2022,4573,004603,OATS - CHICAGO BOARD OF TRADE,222.75,0.3736633953420243,-2551,4.960195958358849,939,-5.327617881200245,0.17467778620166793,0.1314695882130714,-0.05212765957446808,-0.013468013468013518,0.14137060910064173,-0.04346502529183874
2017-04-11,6769,1627,855,2440,4563,004603,OATS - CHICAGO BOARD OF TRADE,219.75,0.31363569212586795,-2123,6.269225135491431,772,-2.446169620623993,0.061116664286734255,0.06728444802578566,-0.013468013468013518,-0.004550625711035261,0.1474514286291969,-0.03472677270987616
2017-04-18,6975,1680,906,2637,4696,004603,OATS - CHICAGO BOARD OF TRADE,218.75,0.29519713261648745,-2059,0.9454867779583395,774,0.029546461811198108,0.04500204554752489,0.04021655065738593,-0.004550625711035261,0.017142857142857126,0.15304161569831137,-0.03667381957796539
2017-04-25,6096,1603,1197,2092,3803,004603,OATS - CHICAGO BOARD OF TRADE,222.5,0.2806758530183727,-1711,4.989247311827957,406,-5.275985663082437,0.24393553859202713,0.13142857142857142,0.017142857142857126,0.10224719101123592,0.15726842419312523,-0.01333943639564369
2017-05-02,5646,1488,1075,2072,3732,004603,OATS - CHICAGO BOARD OF TRADE,245.25,0.29401346085724406,-1660,0.8366141732283465,413,0.11482939632545931,0.01567884217780841,0.092469761997659,0.10224719101123592,0.019367991845056,0.1614227002610346,0.025027046654978263
2017-05-09,5940,1529,870,2015,3921,004603,OATS - CHICAGO BOARD OF TRADE,250.0,0.32087542087542087,-1906,-4.357066950053135,659,4.357066950053135,0.041442048517520216,0.10254272613588995,0.019367991845056,-0.08099999999999996,0.16694056889771514,0.03300127166484602
2017-05-16,6269,1711,773,2189,4407,004603,OATS - CHICAGO BOARD OF TRADE,229.75,0.35380443451906207,-2218,-5.252525252525253,938,4.696969696969696,0.10006064281382657,0.11231884057971014,-0.08099999999999996,0.05005440696409136,0.17291989516450054,0.014336253074608962
2017-05-23,6333,1677,725,2197,4571,004603,OATS - CHICAGO BOARD OF TRADE,241.25,0.3748618348334123,-2374,-2.488435157122348,952,0.2233211038443133,0.02541371158392435,0.03413821815154038,0.05005440696409136,0.004145077720207224,0.17900850112109667,0.02241430942767706
2017-05-30,6402,1697,748,2179,4515,004603,OATS - CHICAGO BOARD OF TRADE,242.25,0.3648859731333958,-2336,0.6000315806095058,949,-0.047370914258645196,0.011054675829100687,0.017586912065439674,0.004145077720207224,0.057791537667698734,0.1848840032345298,-0.0018598593342986486
2017-06-06,6867,1937,698,2065,5004,004603,OATS - CHICAGO BOARD OF TRADE,256.25,0.42798893257608855,-2939,-9.418931583880036,1239,4.529834426741643,0.08530202291696139,0.11005692599620494,0.057791537667698734,-0.011707317073170742,0.19175480827047245,0.007717895861082171
2017-06-13,7095,1934,532,2082,5435,004603,OATS - CHICAGO BOARD OF TRADE,253.25,0.47258632840028186,-3353,-6.028833551769332,1402,2.3736711810106303,0.05959824398031129,0.06853203568532036,-0.011707317073170742,0.031589338598223105,0.19874496325113306,0.02476180660588029
2017-06-20,6989,2616,495,1539,5318,004603,OATS - CHICAGO BOARD OF TRADE,261.25,0.5407068250107312,-3779,-6.004228329809725,2121,10.133897110641296,0.09625200525010938,0.2311153969784635,0.031589338598223105,-0.056459330143540654,0.20659360838207932,0.02024827232309355
2017-06-27,6034,2528,470,558,4514,004603,OATS - CHICAGO BOARD OF TRADE,246.5,0.6556181637388134,-3956,-2.532551151809987,2058,-0.9014165116611819,0.3519321766561514,0.037691794529686455,-0.056459330143540654,0.25050709939148064,0.21812782195590452,0.005289542931185925
2017-07-11,6564,2828,833,586,4523,004603,OATS - CHICAGO BOARD OF TRADE,308.25,0.5997867154174285,-3937,0.31488233344381833,1995,-1.0440835266821344,0.00724212174593854,0.18109806063916964,0.25050709939148064,-0.05352798053527985,0.22909424794369324,0.052101293177177786
2017-07-18,6701,2901,1015,595,4282,004603,OATS - CHICAGO BOARD OF TRADE,291.75,0.5502163856140875,-3687,3.8086532602071905,1886,-1.6605728214503352,0.0512610211195407,0.06511746680286006,-0.05352798053527985,-0.033419023136246784,0.2384690596648141,0.04212733275010299
2017-07-25,6820,3076,928,598,4538,004603,OATS - CHICAGO BOARD OF TRADE,282.0,0.5777126099706745,-3940,-3.7755558871810173,2148,3.909864199373228,0.05042834890965732,0.06543456543456544,-0.033419023136246784,-0.006205673758865271,0.24806434564963922,0.026423008634245602
2017-08-01,7002,3296,1001,471,4592,004603,OATS - CHICAGO BOARD OF TRADE,280.25,0.5885461296772351,-4121,-2.653958944281525,2295,2.155425219941349,0.03574955559944697,0.06818710728415174,-0.006205673758865271,-0.02408563782337203,0.2577104679327201,0.0385845545879694
2017-08-08,6836,2910,1074,520,4436,004603,OATS - CHICAGO BOARD OF TRADE,273.5,0.5728496196606202,-3916,2.927734932876321,1836,-6.555269922879177,0.04136400322841001,0.11521084337349398,-0.02408563782337203,-0.05575868372943327,0.2674045559112094,-0.029747686256851147
2017-08-15,6539,2796,912,656,4299,004603,OATS - CHICAGO BOARD OF TRADE,258.25,0.5571188255084876,-3643,3.993563487419544,1884,0.7021650087770626,0.05509586276488396,0.0744336569579288,-0.05575868372943327,-0.074540174249758,0.27741361656621455,-0.030322365932455655
2017-08-22,5922,2572,999,491,3647,004603,OATS - CHICAGO BOARD OF TRADE,239.0,0.5329280648429585,-3156,7.447621960544426,1573,-4.756078911148494,0.1974383760270662,0.0870904508541025,-0.074540174249758,-0.01673640167364021,0.2873249799059244,-0.040975696321727186
2017-08-29,5799,2322,1085,460,3368,004603,OATS - CHICAGO BOARD OF TRADE,235.0,0.501465769960338,-2908,4.187774400540358,1237,-5.673758865248227,0.08098223615464994,0.09862048723216907,-0.01673640167364021,-0.07021276595744685,0.2968373932417445,-0.04372226328779462
2017-09-05,5636,1993,962,479,3233,004603,OATS - CHICAGO BOARD OF TRADE,218.5,0.4886444286728176,-2754,2.6556302810829453,1031,-3.552336609760304,0.041487068965517244,0.15296108291032148,-0.07021276595744685,0.0778032036613272,0.30605487014939076,-0.05584258082488291
2017-09-12,5862,1821,1068,827,3407,004603,OATS - CHICAGO BOARD OF TRADE,235.5,0.44012282497441146,-2580,3.0872959545777148,753,-4.932576295244854,0.1232876712328767,0.09622706818968502,0.0778032036613272,0.02016985138004257,0.3146685651971183,-0.021143491098366045
2017-09-19,5922,1841,798,1064,3652,004603,OATS - CHICAGO BOARD OF TRADE,240.25,0.4370145221209051,-2588,-0.1364721937905152,1043,4.947117024906175,0.10220525869380831,0.10989010989010989,0.02016985138004257,0.04162330905306977,0.3232685089313557,0.0027521811253058423
2017-09-26,6142,1933,814,1322,3874,004603,OATS - CHICAGO BOARD OF TRADE,250.25,0.4154998371865842,-2552,0.60790273556231,1119,1.2833502195204323,0.09237875288683603,0.039315617036767385,0.04162330905306977,0.003996003996004083,0.3313665855952769,0.017197176775699156
2017-10-03,5837,1992,841,1021,3598,004603,OATS - CHICAGO BOARD OF TRADE,251.25,0.44149391810861743,-2577,-0.40703353956366,1151,0.5210029306414848,0.12491881359601645,0.030356512530885987,0.003996003996004083,-0.006965174129353269,0.3397583533156846,0.03526877222542131
2017-10-10,6006,1981,830,1229,3844,004603,OATS - CHICAGO BOARD OF TRADE,249.5,0.4353979353979354,-2615,-0.6510193592598937,1151,0.0,0.08949339641237926,0.007826396300249021,-0.006965174129353269,0.06112224448897785,0.3475937802127574,0.01459891297326185
2017-10-17,6740,2264,594,1472,4559,004603,OATS - CHICAGO BOARD OF TRADE,264.75,0.45801186943620176,-3087,-7.858807858807859,1670,8.641358641358641,0.15884596252694413,0.1815955213435969,0.06112224448897785,0.04627006610009432,0.3547516991288366,0.024638070470952483
2017-10-24,7276,2475,727,1670,4887,004603,OATS - CHICAGO BOARD OF TRADE,277.0,0.4421385376580539,-3217,-1.9287833827893175,1748,1.1572700296735905,0.08021961262772609,0.10743285446595878,0.04627006610009432,-0.044223826714801406,0.36006247944086633,0.025770845833227203
2017-10-31,7820,2728,725,1872,5433,004603,OATS - CHICAGO BOARD OF TRADE,264.75,0.45537084398976985,-3561,-4.727872457394173,2003,3.5046728971962615,0.10239561943874059,0.0738488271068636,-0.044223826714801406,0.02171860245514634,0.36525667083885155,0.013953029589496527
2017-11-07,7884,3072,625,1853,5691,004603,OATS - CHICAGO BOARD OF TRADE,270.5,0.48680872653475393,-3838,-3.542199488491048,2447,5.677749360613811,0.036717921527041356,0.12009737625101434,0.02171860245514634,0.021256931608133023,0.3702300876080398,0.020999725764624413
2017-11-14,8215,3338,607,2092,5905,004603,OATS - CHICAGO BOARD OF TRADE,276.25,0.4641509433962264,-3813,0.31709791983764585,2731,3.602232369355657,0.05664624234087783,0.07198986058301647,0.021256931608133023,-0.07420814479638005,0.3744124775451467,0.011192572181657383
2017-11-21,7831,3299,661,1884,5710,004603,OATS - CHICAGO BOARD OF TRADE,255.75,0.4885710637211084,-3826,-0.15824710894704808,2638,-1.1320754716981132,0.053068211746115354,0.023484848484848483,-0.07420814479638005,-0.043010752688172005,0.38004568155968566,-0.01904430644334519
2017-11-28,7013,3157,280,1484,5685,004603,OATS - CHICAGO BOARD OF TRADE,244.75,0.5990303721659774,-4201,-4.788660452049546,2877,3.0519729281062444,0.05928302413167806,0.15216758801280186,-0.043010752688172005,-0.023493360572012234,0.38834527572010735,-0.018735254813340305
2017-12-05,6877,2977,266,1528,5444,004603,OATS - CHICAGO BOARD OF TRADE,239.0,0.5694343463719646,-3916,4.063881363182661,2711,-2.3670326536432342,0.04087779690189329,0.059821153253160654,-0.023493360572012234,-0.04916317991631802,0.39540423318797807,-0.03031883755569587
2017-12-12,6490,2756,356,1492,4748,004603,OATS - CHICAGO BOARD OF TRADE,227.25,0.5016949152542373,-3256,9.59720808492075,2400,-4.522320779409626,0.11730769230769231,0.09993573264781491,-0.04916317991631802,0.08470847084708466,0.4020665287728502,-0.048632479070262316
2017-12-19,6525,2696,380,1769,4714,004603,OATS - CHICAGO BOARD OF TRADE,246.5,0.45134099616858236,-2945,4.7919876733436055,2316,-1.2942989214175655,0.04797161807805028,0.027308192457737322,0.08470847084708466,-0.013184584178498993,0.40774409292117897,-0.007769812550260235
2017-12-26,6406,2826,386,1647,4597,004603,OATS - CHICAGO BOARD OF TRADE,243.25,0.46050577583515456,-2950,-0.07662835249042146,2440,1.9003831417624522,0.038276745675848815,0.04234122042341221,-0.013184584178498993,,0.41300433514730445,-0.00028320355327704917
